index,Datetime1,DAYTON_MW,Datetime,label
1647,18,27.667,3/13/2022 15:00,1
1648,19,26.833,3/13/2022 16:00,1
1649,20,26.25,3/13/2022 17:00,1
1650,21,25.9,3/13/2022 18:00,1
1651,22,25.2,3/13/2022 19:00,1
1652,23,24.6,3/13/2022 20:00,1
1653,0,24.333,3/13/2022 21:00,1
1654,1,24.233,3/13/2022 22:00,1
1655,2,24.067,3/13/2022 23:00,1
1656,3,23.825,3/14/2022 0:00,1
1657,4,23.5,3/14/2022 1:00,1
1658,5,23.267,3/14/2022 2:00,1
1659,6,23,3/14/2022 3:00,1
1660,7,22.65,3/14/2022 4:00,1
1661,8,22.5,3/14/2022 5:00,1
1662,9,22.767,3/14/2022 6:00,1
1663,10,23.567,3/14/2022 7:00,1
1664,11,24.8,3/14/2022 8:00,1
1665,12,26.3,3/14/2022 9:00,1
1666,13,27.8,3/14/2022 10:00,1
1667,14,18.3,3/14/2022 11:00,0
1668,15,23.75,3/14/2022 12:00,1
1669,16,11.567,3/14/2022 13:00,0
1670,17,10.633,3/14/2022 14:00,0
1671,18,24.8,3/14/2022 15:00,1
1672,19,26.1,3/14/2022 16:00,1
1673,20,25.767,3/14/2022 17:00,1
1674,21,24.35,3/14/2022 18:00,1
1675,22,22.933,3/14/2022 19:00,1
1676,23,22.367,3/14/2022 20:00,1
1677,0,22.3,3/14/2022 21:00,1
1678,1,22.3,3/14/2022 22:00,1
1679,2,22.3,3/14/2022 23:00,1
1680,3,22.167,3/15/2022 0:00,1
1681,4,21.967,3/15/2022 1:00,1
1682,5,21.7,3/15/2022 2:00,1
1683,6,21.4,3/15/2022 3:00,1
1684,7,21.2,3/15/2022 4:00,1
1685,8,21.267,3/15/2022 5:00,1
1686,9,21.9,3/15/2022 6:00,1
1687,10,22.85,3/15/2022 7:00,1
1688,11,24.2,3/15/2022 8:00,1
1689,12,25.95,3/15/2022 9:00,1
1690,13,26.667,3/15/2022 10:00,1
1691,14,27.867,3/15/2022 11:00,1
1692,15,29.05,3/15/2022 12:00,1
1693,16,29.933,3/15/2022 13:00,1
1694,17,31.067,3/15/2022 14:00,1
1695,18,30.8,3/15/2022 15:00,1
1696,19,30.033,3/15/2022 16:00,1
1697,20,29.167,3/15/2022 17:00,1
1698,21,28.3,3/15/2022 18:00,1
1699,22,27.467,3/15/2022 19:00,1
1700,23,26.675,3/15/2022 20:00,1
1701,0,26.05,3/15/2022 21:00,1
1702,1,25.433,3/15/2022 22:00,1
1703,2,24.8,3/15/2022 23:00,1
1704,3,24.2,3/16/2022 0:00,1
1705,4,23.7,3/16/2022 1:00,1
1706,5,23.2,3/16/2022 2:00,1
1707,6,22.7,3/16/2022 3:00,1
1708,7,22.167,3/16/2022 4:00,1
1709,8,22.233,3/16/2022 5:00,1
1710,9,22.45,3/16/2022 6:00,1
1711,10,23.133,3/16/2022 7:00,1
1712,11,24.3,3/16/2022 8:00,1
1713,12,25.733,3/16/2022 9:00,1
1714,13,27.333,3/16/2022 10:00,1
1715,14,28.733,3/16/2022 11:00,1
1716,15,29.533,3/16/2022 12:00,1
1717,16,30.35,3/16/2022 13:00,1
1718,17,30.367,3/16/2022 14:00,1
1719,18,30,3/16/2022 15:00,1
1720,19,25.675,3/16/2022 16:00,1
1721,20,26.35,3/16/2022 17:00,1
1722,21,26.067,3/16/2022 18:00,1
1723,22,25.5,3/16/2022 19:00,1
1724,23,24.9,3/16/2022 20:00,1
1725,0,24.5,3/16/2022 21:00,1
1726,1,24.267,3/16/2022 22:00,1
1727,2,23.9,3/16/2022 23:00,1
1728,3,23.5,3/17/2022 0:00,1
1729,4,23.1,3/17/2022 1:00,1
1730,5,22.75,3/17/2022 2:00,1
1731,6,22.433,3/17/2022 3:00,1
1732,7,22.1,3/17/2022 4:00,1
1733,8,12.5,3/17/2022 5:00,0
1734,9,7.967,3/17/2022 6:00,1
1735,10,9.2,3/17/2022 7:00,1
1736,11,10.6,3/17/2022 8:00,0
1737,12,12.267,3/17/2022 9:00,0
1738,13,12.7,3/17/2022 10:00,0
1739,14,12.85,3/17/2022 11:00,0
1740,15,12.867,3/17/2022 12:00,0
1741,16,20.933,3/17/2022 13:00,0
1742,17,29.933,3/17/2022 14:00,1
1743,18,30.867,3/17/2022 15:00,1
1744,19,30.4,3/17/2022 16:00,1
1745,20,29.433,3/17/2022 17:00,1
1746,21,28.4,3/17/2022 18:00,1
1747,22,27.433,3/17/2022 19:00,1
1748,23,26.667,3/17/2022 20:00,1
1749,0,26.233,3/17/2022 21:00,1
1750,1,25.95,3/17/2022 22:00,1
1751,2,25.7,3/17/2022 23:00,1
1752,3,25.333,3/18/2022 0:00,1
1753,4,25,3/18/2022 1:00,1
1754,5,24.7,3/18/2022 2:00,1
1755,6,24.367,3/18/2022 3:00,1
1756,7,23.967,3/18/2022 4:00,1
1757,8,23.7,3/18/2022 5:00,1
1758,9,24.033,3/18/2022 6:00,1
1759,10,25.267,3/18/2022 7:00,1
1760,11,27,3/18/2022 8:00,1
1761,12,28.967,3/18/2022 9:00,1
1762,13,30.85,3/18/2022 10:00,1
1763,14,31.667,3/18/2022 11:00,1
1764,15,31.933,3/18/2022 12:00,1
1765,16,32.233,3/18/2022 13:00,1
1766,17,32.467,3/18/2022 14:00,1
1767,18,31.9,3/18/2022 15:00,1
1768,19,31,3/18/2022 16:00,1
1769,20,29.95,3/18/2022 17:00,1
1770,21,28.833,3/18/2022 18:00,1
1771,22,27.9,3/18/2022 19:00,1
1772,23,27.033,3/18/2022 20:00,1
1773,0,26.7,3/18/2022 21:00,1
1774,1,26.567,3/18/2022 22:00,1
1775,2,26.3,3/18/2022 23:00,1
1776,3,26,3/19/2022 0:00,1
1777,4,25.75,3/19/2022 1:00,1
1778,5,25.5,3/19/2022 2:00,1
1779,6,25.2,3/19/2022 3:00,1
1780,7,17.1,3/19/2022 4:00,0
1781,8,19.6,3/19/2022 5:00,0
1782,9,22.867,3/19/2022 6:00,1
1783,10,24.333,3/19/2022 7:00,1
1784,11,26.333,3/19/2022 8:00,1
1785,12,30.333,3/19/2022 9:00,1
1786,13,16.867,3/19/2022 10:00,0
1787,14,16,3/19/2022 11:00,0
1788,15,16.133,3/19/2022 12:00,0
1789,16,21.45,3/19/2022 13:00,1
1790,17,32.1,3/19/2022 14:00,1
1791,18,33.467,3/19/2022 15:00,1
1792,19,32.8,3/19/2022 16:00,1
1793,20,31.533,3/19/2022 17:00,1
1794,21,30.3,3/19/2022 18:00,1
1795,22,29.233,3/19/2022 19:00,1
1796,23,28.333,3/19/2022 20:00,1
1797,0,28.05,3/19/2022 21:00,1
1798,1,27.833,3/19/2022 22:00,1
1799,2,27.6,3/19/2022 23:00,1
1800,3,27.267,3/20/2022 0:00,1
1801,4,26.933,3/20/2022 1:00,1
1802,5,26.6,3/20/2022 2:00,1
1803,6,26.3,3/20/2022 3:00,1
1804,7,14.333,3/20/2022 4:00,0
1805,8,9.033,3/20/2022 5:00,1
1806,9,9.6,3/20/2022 6:00,1
1807,10,10.767,3/20/2022 7:00,0
1808,11,11.5,3/20/2022 8:00,0
1809,12,12.467,3/20/2022 9:00,0
1810,13,13.567,3/20/2022 10:00,0
1811,14,13.833,3/20/2022 11:00,0
1812,15,14.3,3/20/2022 12:00,0
1813,16,24.833,3/20/2022 13:00,1
1814,17,32.933,3/20/2022 14:00,1
1815,18,33.9,3/20/2022 15:00,1
1816,19,33.5,3/20/2022 16:00,1
1817,20,32.4,3/20/2022 17:00,1
1818,21,31.033,3/20/2022 18:00,1
1819,22,30,3/20/2022 19:00,1
1820,23,29.033,3/20/2022 20:00,1
1821,0,28.7,3/20/2022 21:00,1
1822,1,28.5,3/20/2022 22:00,1
1823,2,28.3,3/20/2022 23:00,1
1824,3,28,3/21/2022 0:00,1
1825,4,27.667,3/21/2022 1:00,1
1826,5,27.267,3/21/2022 2:00,1
1827,6,26.867,3/21/2022 3:00,1
1828,7,26.6,3/21/2022 4:00,1
1829,8,26.025,3/21/2022 5:00,1
1830,9,26.2,3/21/2022 6:00,1
1831,10,27.033,3/21/2022 7:00,1
1832,11,28.5,3/21/2022 8:00,1
1833,12,30.6,3/21/2022 9:00,1
1834,13,32.233,3/21/2022 10:00,1
1835,14,33.4,3/21/2022 11:00,1
1836,15,34.267,3/21/2022 12:00,1
1837,16,34.65,3/21/2022 13:00,1
1838,17,34.567,3/21/2022 14:00,1
1839,18,33.767,3/21/2022 15:00,1
1840,19,32.5,3/21/2022 16:00,1
1841,20,31.7,3/21/2022 17:00,1
1842,21,30.8,3/21/2022 18:00,1
1843,22,29.733,3/21/2022 19:00,1
1844,23,28.95,3/21/2022 20:00,1
1845,0,28.633,3/21/2022 21:00,1
1846,1,28.4,3/21/2022 22:00,1
1847,2,28.167,3/21/2022 23:00,1
1848,3,27.833,3/22/2022 0:00,1
1849,4,27.533,3/22/2022 1:00,1
1850,5,27.25,3/22/2022 2:00,1
1851,6,27,3/22/2022 3:00,1
1852,7,26.733,3/22/2022 4:00,1
1853,8,26.633,3/22/2022 5:00,1
1854,9,27.067,3/22/2022 6:00,1
1855,10,27.85,3/22/2022 7:00,1
1856,11,29.2,3/22/2022 8:00,1
1857,12,31.2,3/22/2022 9:00,1
1858,13,32.3,3/22/2022 10:00,1
1859,14,27.567,3/22/2022 11:00,1
1860,15,15.533,3/22/2022 12:00,0
1861,16,26.533,3/22/2022 13:00,1
1862,17,34.833,3/22/2022 14:00,1
1863,18,35.467,3/22/2022 15:00,1
1864,19,35.033,3/22/2022 16:00,1
1865,20,34.1,3/22/2022 17:00,1
1866,21,33.35,3/22/2022 18:00,1
1867,22,32.6,3/22/2022 19:00,1
1868,23,31.8,3/22/2022 20:00,1
1869,0,31.067,3/22/2022 21:00,1
1870,1,30.3,3/22/2022 22:00,1
1871,2,29.6,3/22/2022 23:00,1
1872,3,29,3/23/2022 0:00,1
1873,4,28.433,3/23/2022 1:00,1
1874,5,28.05,3/23/2022 2:00,1
1875,6,27.7,3/23/2022 3:00,1
1876,7,27.3,3/23/2022 4:00,1
1877,8,26.9,3/23/2022 5:00,1
1878,9,26.5,3/23/2022 6:00,1
1879,10,26.95,3/23/2022 7:00,1
1880,11,27.867,3/23/2022 8:00,1
1881,12,28.733,3/23/2022 9:00,1
1882,13,29.333,3/23/2022 10:00,1
1883,14,30.033,3/23/2022 11:00,1
1884,15,30.9,3/23/2022 12:00,1
1885,16,31.667,3/23/2022 13:00,1
1886,17,31.25,3/23/2022 14:00,1
1887,18,30.8,3/23/2022 15:00,1
1888,19,30.1,3/23/2022 16:00,1
1889,20,29.367,3/23/2022 17:00,1
1890,21,28.8,3/23/2022 18:00,1
1891,22,27.8,3/23/2022 19:00,1
1892,23,27.033,3/23/2022 20:00,1
1893,0,26.867,3/23/2022 21:00,1
1894,1,26.733,3/23/2022 22:00,1
1895,2,26.6,3/23/2022 23:00,1
1896,3,26.467,3/24/2022 0:00,1
1897,4,26.367,3/24/2022 1:00,1
1898,5,26.2,3/24/2022 2:00,1
1899,6,26,3/24/2022 3:00,1
1900,7,25.967,3/24/2022 4:00,1
1901,8,20.7,3/24/2022 5:00,0
1902,9,9.633,3/24/2022 6:00,1
1903,10,10.4,3/24/2022 7:00,0
1904,11,11.95,3/24/2022 8:00,0
1905,12,15.533,3/24/2022 9:00,0
1906,13,11.933,3/24/2022 10:00,0
1907,14,12.3,3/24/2022 11:00,0
1908,15,14.233,3/24/2022 12:00,0
1909,16,11.8,3/24/2022 13:00,0
1910,17,20.5,3/24/2022 14:00,0
1911,18,27.1,3/24/2022 15:00,1
1912,19,27.433,3/24/2022 16:00,1
1913,20,27.6,3/24/2022 17:00,1
1914,21,27.65,3/24/2022 18:00,1
1915,22,27.2,3/24/2022 19:00,1
1916,23,26.7,3/24/2022 20:00,1
1917,0,26.667,3/24/2022 21:00,1
1918,1,26.767,3/24/2022 22:00,1
1919,2,26.8,3/24/2022 23:00,1
1920,3,26.8,3/25/2022 0:00,1
1921,4,26.7,3/25/2022 1:00,1
1922,5,26.633,3/25/2022 2:00,1
1923,6,26.5,3/25/2022 3:00,1
1924,7,26.6,3/25/2022 4:00,1
1925,8,26.4,3/25/2022 5:00,1
1926,9,26.2,3/25/2022 6:00,1
1927,10,26.5,3/25/2022 7:00,1
1928,11,27.933,3/25/2022 8:00,1
1929,12,31.2,3/25/2022 9:00,1
1930,15,33.55,3/25/2022 10:00,1
1931,16,34.5,3/25/2022 11:00,1
1932,17,34,3/25/2022 12:00,1
1933,18,33,3/25/2022 13:00,1
1934,19,32,3/25/2022 14:00,1
1935,20,31.1,3/25/2022 15:00,1
1936,21,30.1,3/25/2022 16:00,1
1937,22,29.1,3/25/2022 17:00,1
1938,23,28.267,3/25/2022 18:00,1
1939,0,28.1,3/25/2022 19:00,1
1940,1,28.033,3/25/2022 20:00,1
1941,2,27.933,3/25/2022 21:00,1
1942,3,27.8,3/25/2022 22:00,1
1943,4,27.667,3/25/2022 23:00,1
1944,5,27.533,3/26/2022 0:00,1
1945,6,27.333,3/26/2022 1:00,1
1946,7,27.25,3/26/2022 2:00,1
1947,8,26.833,3/26/2022 3:00,1
1948,9,26.633,3/26/2022 4:00,1
1949,10,27.1,3/26/2022 5:00,1
1950,11,28,3/26/2022 6:00,1
1951,12,29.4,3/26/2022 7:00,1
1952,13,30.4,3/26/2022 8:00,1
1953,14,31.233,3/26/2022 9:00,1
1954,15,32.067,3/26/2022 10:00,1
1955,16,32.767,3/26/2022 11:00,1
1956,17,32.7,3/26/2022 12:00,1
1957,18,32.267,3/26/2022 13:00,1
1958,19,31.167,3/26/2022 14:00,1
1959,20,30.233,3/26/2022 15:00,1
1960,21,29.333,3/26/2022 16:00,1
1961,22,28.3,3/26/2022 17:00,1
1962,23,27.567,3/26/2022 18:00,1
1963,0,27.367,3/26/2022 19:00,1
1964,1,27.4,3/26/2022 20:00,1
1965,2,27.5,3/26/2022 21:00,1
1966,3,27.5,3/26/2022 22:00,1
1967,4,27.5,3/26/2022 23:00,1
1968,5,27.5,3/27/2022 0:00,1
1969,6,27.4,3/27/2022 1:00,1
1970,7,27.333,3/27/2022 2:00,1
1971,8,26.933,3/27/2022 3:00,1
1972,9,26.833,3/27/2022 4:00,1
1973,10,27.05,3/27/2022 5:00,1
1974,11,27.6,3/27/2022 6:00,1
1975,12,28.933,3/27/2022 7:00,1
1976,13,30.367,3/27/2022 8:00,1
1977,14,31.6,3/27/2022 9:00,1
1978,15,32.567,3/27/2022 10:00,1
1979,16,33.367,3/27/2022 11:00,1
1980,17,33.5,3/27/2022 12:00,1
1981,18,33.067,3/27/2022 13:00,1
1982,19,32.133,3/27/2022 14:00,1
1983,20,31.3,3/27/2022 15:00,1
1984,21,30.55,3/27/2022 16:00,1
1985,22,29.767,3/27/2022 17:00,1
1986,23,29.1,3/27/2022 18:00,1
1987,0,28.833,3/27/2022 19:00,1
1988,1,28.675,3/27/2022 20:00,1
1989,2,28.5,3/27/2022 21:00,1
1990,3,28.15,3/27/2022 22:00,1
1991,4,27.833,3/27/2022 23:00,1
1992,5,27.5,3/28/2022 0:00,1
1993,6,26.533,3/28/2022 1:00,1
1994,7,26.333,3/28/2022 2:00,1
1995,8,11.25,3/28/2022 3:00,0
1996,9,10.75,3/28/2022 4:00,0
1997,10,11.6,3/28/2022 5:00,0
1998,11,17.033,3/28/2022 6:00,0
1999,12,12.7,3/28/2022 7:00,0
2000,13,13.25,3/28/2022 8:00,0
2001,14,13.433,3/28/2022 9:00,0
2002,15,14.9,3/28/2022 10:00,0
2003,16,13.333,3/28/2022 11:00,0
2004,17,12.033,3/28/2022 12:00,0
2005,18,10.967,3/28/2022 13:00,0
2006,19,10.05,3/28/2022 14:00,0
2007,20,14.533,3/28/2022 15:00,0
2008,21,10,3/28/2022 16:00,0
2009,22,9.775,3/28/2022 17:00,1
2010,23,9.9,3/28/2022 18:00,1
2011,0,20,3/28/2022 19:00,0
2012,1,26.567,3/28/2022 20:00,1
2013,2,27.5,3/28/2022 21:00,1
2014,3,27.5,3/28/2022 22:00,1
2015,4,27.25,3/28/2022 23:00,1
2016,5,26.933,3/29/2022 0:00,1
2017,6,26.6,3/29/2022 1:00,1
2018,7,26.367,3/29/2022 2:00,1
2019,8,26.375,3/29/2022 3:00,1
2020,9,26.7,3/29/2022 4:00,1
2021,10,27.15,3/29/2022 5:00,1
2022,11,27.633,3/29/2022 6:00,1
2023,12,28.7,3/29/2022 7:00,1
2024,13,30.067,3/29/2022 8:00,1
2025,14,31.367,3/29/2022 9:00,1
2026,15,32.4,3/29/2022 10:00,1
2027,16,33.233,3/29/2022 11:00,1
2028,17,33.667,3/29/2022 12:00,1
2029,18,33.6,3/29/2022 13:00,1
2030,19,33.133,3/29/2022 14:00,1
2031,20,32.533,3/29/2022 15:00,1
2032,21,32,3/29/2022 16:00,1
2033,22,31.4,3/29/2022 17:00,1
2034,23,30.7,3/29/2022 18:00,1
2035,0,30.1,3/29/2022 19:00,1
2036,1,29.467,3/29/2022 20:00,1
2037,2,28.9,3/29/2022 21:00,1
2038,3,28.367,3/29/2022 22:00,1
2039,4,27.9,3/29/2022 23:00,1
2040,5,21.967,3/30/2022 0:00,1
2041,6,8.367,3/30/2022 1:00,1
2042,7,8.767,3/30/2022 2:00,1
2043,8,9.1,3/30/2022 3:00,1
2044,9,9.867,3/30/2022 4:00,1
2045,10,11.3,3/30/2022 5:00,0
2046,11,11.75,3/30/2022 6:00,0
2047,12,12.233,3/30/2022 7:00,0
2048,13,13,3/30/2022 8:00,0
2049,14,13.267,3/30/2022 9:00,0
2050,15,13.433,3/30/2022 10:00,0
2051,16,13.475,3/30/2022 11:00,0
2052,17,12.533,3/30/2022 12:00,0
2053,18,11.467,3/30/2022 13:00,0
2054,19,10.75,3/30/2022 14:00,0
2055,20,10.9,3/30/2022 15:00,0
2056,21,11,3/30/2022 16:00,0
2057,22,10.7,3/30/2022 17:00,0
2058,23,11.567,3/30/2022 18:00,0
2059,0,22.833,3/30/2022 19:00,1
2060,1,26.7,3/30/2022 20:00,1
2061,2,27.65,3/30/2022 21:00,1
2062,3,27.8,3/30/2022 22:00,1
2063,4,27.7,3/30/2022 23:00,1
2064,5,27.45,3/31/2022 0:00,1
2065,6,27.033,3/31/2022 1:00,1
2066,7,26.1,3/31/2022 2:00,1
2067,8,24.967,3/31/2022 3:00,1
2068,9,25,3/31/2022 4:00,1
2069,10,25.8,3/31/2022 5:00,1
2070,11,27.2,3/31/2022 6:00,1
2071,12,28.7,3/31/2022 7:00,1
2072,13,30.05,3/31/2022 8:00,1
2073,14,31.3,3/31/2022 9:00,1
2074,15,32.367,3/31/2022 10:00,1
2075,16,33.6,3/31/2022 11:00,1
2076,17,33.967,3/31/2022 12:00,1
2077,18,33.4,3/31/2022 13:00,1
2078,19,32.167,3/31/2022 14:00,1
2079,20,30.767,3/31/2022 15:00,1
2080,21,29.44,3/31/2022 16:00,1
2081,22,28.7,3/31/2022 17:00,1
2082,23,28.1,3/31/2022 18:00,1
2083,0,27.8,3/31/2022 19:00,1
2084,1,27.8,3/31/2022 20:00,1
2085,2,27.733,3/31/2022 21:00,1
2086,3,27.5,3/31/2022 22:00,1
2087,4,27.133,3/31/2022 23:00,1
2088,5,26.85,4/1/2022 0:00,1
2089,6,26.533,4/1/2022 1:00,1
2090,7,26.267,4/1/2022 2:00,1
2091,8,25.933,4/1/2022 3:00,1
2092,9,26.167,4/1/2022 4:00,1
2093,10,27.133,4/1/2022 5:00,1
2094,11,28.5,4/1/2022 6:00,1
2095,12,30.1,4/1/2022 7:00,1
2096,13,31.6,4/1/2022 8:00,1
2097,14,32.8,4/1/2022 9:00,1
2098,15,33.6,4/1/2022 10:00,1
2099,16,33.6,4/1/2022 11:00,1
2100,17,33.35,4/1/2022 12:00,1
2101,18,32.867,4/1/2022 13:00,1
2102,19,31.867,4/1/2022 14:00,1
2103,20,30.7,4/1/2022 15:00,1
2104,21,29.633,4/1/2022 16:00,1
2105,22,28.7,4/1/2022 17:00,1
2106,23,27.975,4/1/2022 18:00,1
2107,0,27.367,4/1/2022 19:00,1
2108,1,27.167,4/1/2022 20:00,1
2109,2,26.867,4/1/2022 21:00,1
2110,3,26.567,4/1/2022 22:00,1
2111,4,26.2,4/1/2022 23:00,1
2112,5,25.85,4/2/2022 0:00,1
2113,6,25.467,4/2/2022 1:00,1
2114,7,25.167,4/2/2022 2:00,1
2115,8,24.833,4/2/2022 3:00,1
2116,9,25.4,4/2/2022 4:00,1
2117,10,26.667,4/2/2022 5:00,1
2118,11,27.933,4/2/2022 6:00,1
2119,12,29.367,4/2/2022 7:00,1
2120,13,30.567,4/2/2022 8:00,1
2121,14,31.667,4/2/2022 9:00,1
2122,15,32.4,4/2/2022 10:00,1
2123,16,30.6,4/2/2022 11:00,1
2124,17,31.633,4/2/2022 12:00,1
2125,18,31.575,4/2/2022 13:00,1
2126,19,30.8,4/2/2022 14:00,1
2127,20,30,4/2/2022 15:00,1
2128,21,29.033,4/2/2022 16:00,1
2129,22,28,4/2/2022 17:00,1
2130,23,27.3,4/2/2022 18:00,1
2131,0,26.95,4/2/2022 19:00,1
2132,1,26.8,4/2/2022 20:00,1
2133,2,26.433,4/2/2022 21:00,1
2134,3,25.967,4/2/2022 22:00,1
2135,4,25.567,4/2/2022 23:00,1
2136,5,25.133,4/3/2022 0:00,1
2137,6,24.75,4/3/2022 1:00,1
2138,7,24.533,4/3/2022 2:00,1
2139,8,24.4,4/3/2022 3:00,1
2140,9,24.733,4/3/2022 4:00,1
2141,10,25.7,4/3/2022 5:00,1
2142,11,27.2,4/3/2022 6:00,1
2143,12,28.7,4/3/2022 7:00,1
2144,13,30.2,4/3/2022 8:00,1
2145,14,31.367,4/3/2022 9:00,1
2146,15,32.2,4/3/2022 10:00,1
2147,16,32.633,4/3/2022 11:00,1
2148,17,32.6,4/3/2022 12:00,1
2149,18,32.067,4/3/2022 13:00,1
2150,19,31.067,4/3/2022 14:00,1
2151,20,29.9,4/3/2022 15:00,1
2152,21,28.8,4/3/2022 16:00,1
2153,22,27.767,4/3/2022 17:00,1
2154,23,26.933,4/3/2022 18:00,1
2155,0,26.567,4/3/2022 19:00,1
2156,1,26.233,4/3/2022 20:00,1
2157,2,25.833,4/3/2022 21:00,1
2158,3,25.45,4/3/2022 22:00,1
2159,4,25.033,4/3/2022 23:00,1
2160,5,24.533,4/4/2022 0:00,1
2161,6,24.033,4/4/2022 1:00,1
2162,7,23.767,4/4/2022 2:00,1
2163,8,23.767,4/4/2022 3:00,1
2164,9,24.533,4/4/2022 4:00,1
2165,10,25.05,4/4/2022 5:00,1
2166,11,26.433,4/4/2022 6:00,1
2167,12,28.2,4/4/2022 7:00,1
2168,13,29.967,4/4/2022 8:00,1
2169,14,31.433,4/4/2022 9:00,1
2170,15,32.3,4/4/2022 10:00,1
2171,16,33,4/4/2022 11:00,1
2172,17,19.867,4/4/2022 12:00,0
2173,18,11.85,4/4/2022 13:00,0
2174,19,10.6,4/4/2022 14:00,0
2175,20,13.667,4/4/2022 15:00,0
2176,21,13.433,4/4/2022 16:00,0
2177,22,20.467,4/4/2022 17:00,0
2178,23,24.633,4/4/2022 18:00,1
2179,0,25.5,4/4/2022 19:00,1
2180,1,25.875,4/4/2022 20:00,1
2181,2,25.767,4/4/2022 21:00,1
2182,3,25.433,4/4/2022 22:00,1
2183,4,24.967,4/4/2022 23:00,1
2184,5,24.533,4/5/2022 0:00,1
2185,6,24.15,4/5/2022 1:00,1
2186,7,23.933,4/5/2022 2:00,1
2187,8,24.033,4/5/2022 3:00,1
2188,9,24.633,4/5/2022 4:00,1
2189,10,25.833,4/5/2022 5:00,1
2190,11,27.4,4/5/2022 6:00,1
2191,12,29.067,4/5/2022 7:00,1
2192,13,30.533,4/5/2022 8:00,1
2193,14,31.867,4/5/2022 9:00,1
2194,15,21.7,4/5/2022 10:00,1
2195,16,15.367,4/5/2022 11:00,0
2196,17,22.567,4/5/2022 12:00,1
2197,18,31.067,4/5/2022 13:00,1
2198,19,32.4,4/5/2022 14:00,1
2199,20,32.667,4/5/2022 15:00,1
2200,21,32.333,4/5/2022 16:00,1
2201,22,31.767,4/5/2022 17:00,1
2202,23,31,4/5/2022 18:00,1
2203,0,30.2,4/5/2022 19:00,1
2204,1,29.4,4/5/2022 20:00,1
2205,2,28.633,4/5/2022 21:00,1
2206,3,27.9,4/5/2022 22:00,1
2207,4,27.3,4/5/2022 23:00,1
2208,5,26.667,4/6/2022 0:00,1
2209,6,26.133,4/6/2022 1:00,1
2210,7,25.833,4/6/2022 2:00,1
2211,8,25.6,4/6/2022 3:00,1
2212,9,25.133,4/6/2022 4:00,1
2213,10,26,4/6/2022 5:00,1
2214,11,27.867,4/6/2022 6:00,1
2215,12,29.767,4/6/2022 7:00,1
2216,13,31.467,4/6/2022 8:00,1
2217,14,32.967,4/6/2022 9:00,1
2218,15,33.667,4/6/2022 10:00,1
2219,16,34.7,4/6/2022 11:00,1
2220,17,34.667,4/6/2022 12:00,1
2221,18,33.967,4/6/2022 13:00,1
2222,19,32.825,4/6/2022 14:00,1
2223,20,31.733,4/6/2022 15:00,1
2224,21,30.733,4/6/2022 16:00,1
2225,22,29.95,4/6/2022 17:00,1
2226,23,29.3,4/6/2022 18:00,1
2227,0,28.8,4/6/2022 19:00,1
2228,1,28.6,4/6/2022 20:00,1
2229,2,28.3,4/6/2022 21:00,1
2230,3,27.975,4/6/2022 22:00,1
2231,4,27.7,4/6/2022 23:00,1
2232,5,27.367,4/7/2022 0:00,1
2233,6,26.933,4/7/2022 1:00,1
2234,7,26.667,4/7/2022 2:00,1
2235,8,26.4,4/7/2022 3:00,1
2236,9,22.5,4/7/2022 4:00,1
2237,10,12.567,4/7/2022 5:00,0
2238,11,20,4/7/2022 6:00,0
2239,12,15.15,4/7/2022 7:00,0
2240,13,21.75,4/7/2022 8:00,1
2241,14,22.6,4/7/2022 9:00,1
2242,15,31.45,4/7/2022 10:00,1
2243,16,19.667,4/7/2022 11:00,0
2244,17,14.7,4/7/2022 12:00,0
2245,18,13.25,4/7/2022 13:00,0
2246,19,14.65,4/7/2022 14:00,0
2247,20,25.45,4/7/2022 15:00,1
2248,21,28.633,4/7/2022 16:00,1
2249,22,29.367,4/7/2022 17:00,1
2250,23,29.4,4/7/2022 18:00,1
2251,0,29.433,4/7/2022 19:00,1
2252,1,29.467,4/7/2022 20:00,1
2253,2,29.3,4/7/2022 21:00,1
2254,3,28.925,4/7/2022 22:00,1
2255,4,28.6,4/7/2022 23:00,1
2256,5,28.267,4/8/2022 0:00,1
2257,6,28,4/8/2022 1:00,1
2258,7,23.5,4/8/2022 2:00,1
2259,8,11.533,4/8/2022 3:00,0
2260,9,12.367,4/8/2022 4:00,0
2261,10,12.767,4/8/2022 5:00,0
2262,11,12.967,4/8/2022 6:00,0
2263,12,13.8,4/8/2022 7:00,0
2264,13,14.767,4/8/2022 8:00,0
2265,14,14.9,4/8/2022 9:00,0
2266,15,15.233,4/8/2022 10:00,0
2267,16,14.267,4/8/2022 11:00,0
2268,17,12.9,4/8/2022 12:00,0
2269,18,21.533,4/8/2022 13:00,1
2270,19,31,4/8/2022 14:00,1
2271,20,31.167,4/8/2022 15:00,1
2272,21,30.367,4/8/2022 16:00,1
2273,22,29.333,4/8/2022 17:00,1
2274,23,28.433,4/8/2022 18:00,1
2275,0,28.25,4/8/2022 19:00,1
2276,1,28.367,4/8/2022 20:00,1
2277,2,28.3,4/8/2022 21:00,1
2278,3,28.167,4/8/2022 22:00,1
2279,4,27.9,4/8/2022 23:00,1
2280,5,27.533,4/9/2022 0:00,1
2281,6,27.133,4/9/2022 1:00,1
2282,7,18.8,4/9/2022 2:00,0
2283,8,15.7,4/9/2022 3:00,0
2284,9,16.2,4/9/2022 4:00,0
