index,Datetime1,DAYTON_MW,Datetime,label
0,0,20.867,1/4/2022 0:00,0
1,1,21,1/4/2022 1:00,0
2,2,20.867,1/4/2022 2:00,0
3,3,20.65,1/4/2022 3:00,0
4,4,20.4,1/4/2022 4:00,0
5,5,20.1,1/4/2022 5:00,0
6,6,19.8,1/4/2022 6:00,0
7,7,19.5,1/4/2022 7:00,0
8,8,19.4,1/4/2022 8:00,0
9,9,19.5,1/4/2022 9:00,0
10,10,19.933,1/4/2022 10:00,0
11,11,20.75,1/4/2022 11:00,0
12,12,21.833,1/4/2022 12:00,1
13,13,22.75,1/4/2022 13:00,1
14,14,23.7,1/4/2022 14:00,1
15,15,24.6,1/4/2022 15:00,1
16,16,25.1,1/4/2022 16:00,1
17,18,12.1,1/4/2022 17:00,0
18,19,19.667,1/4/2022 18:00,0
19,20,23.133,1/4/2022 19:00,1
20,21,23.1,1/4/2022 20:00,1
21,22,22.7,1/4/2022 21:00,1
22,23,22.3,1/4/2022 22:00,1
23,0,21.8,1/4/2022 23:00,1
24,1,21.333,1/5/2022 0:00,1
25,2,20.933,1/5/2022 1:00,0
26,3,20.567,1/5/2022 2:00,0
27,4,20.25,1/5/2022 3:00,0
28,5,20.1,1/5/2022 4:00,0
29,6,15.667,1/5/2022 5:00,0
30,7,19.167,1/5/2022 6:00,0
31,8,14.1,1/5/2022 7:00,0
32,9,14.05,1/5/2022 8:00,0
33,10,13.467,1/5/2022 9:00,0
34,11,11.4,1/5/2022 10:00,0
35,12,9.9,1/5/2022 11:00,1
36,13,9.833,1/5/2022 12:00,1
37,14,10,1/5/2022 13:00,0
38,15,13.033,1/5/2022 14:00,0
39,16,9.333,1/5/2022 15:00,1
40,17,12.7,1/5/2022 16:00,0
41,18,12.733,1/5/2022 17:00,0
42,19,15.733,1/5/2022 18:00,0
43,20,16.033,1/5/2022 19:00,0
44,21,16.033,1/5/2022 20:00,0
45,22,16.1,1/5/2022 21:00,0
46,23,12.95,1/5/2022 22:00,0
47,0,23.6,1/5/2022 23:00,1
48,1,26.5,1/6/2022 0:00,1
49,2,25.5,1/6/2022 1:00,1
50,3,24.5,1/6/2022 2:00,1
51,4,23.633,1/6/2022 3:00,1
52,5,23.1,1/6/2022 4:00,1
53,6,22.6,1/6/2022 5:00,1
54,7,14.9,1/6/2022 6:00,0
55,8,14.133,1/6/2022 7:00,0
56,9,22.7,1/6/2022 8:00,1
57,10,23.533,1/6/2022 9:00,1
58,11,23.75,1/6/2022 10:00,1
59,12,24.2,1/6/2022 11:00,1
60,13,24.867,1/6/2022 12:00,1
61,14,25.5,1/6/2022 13:00,1
62,15,26,1/6/2022 14:00,1
63,16,26.267,1/6/2022 15:00,1
64,17,9.633,1/6/2022 16:00,1
65,18,9.267,1/6/2022 17:00,1
66,19,8.85,1/6/2022 18:00,1
67,20,15.6,1/6/2022 19:00,0
68,21,12.267,1/6/2022 20:00,0
69,22,9.067,1/6/2022 21:00,1
70,23,12.467,1/6/2022 22:00,0
71,0,21.35,1/6/2022 23:00,1
72,1,23.967,1/7/2022 0:00,1
73,2,24.4,1/7/2022 1:00,1
74,3,23.9,1/7/2022 2:00,1
75,4,23.3,1/7/2022 3:00,1
76,5,22.8,1/7/2022 4:00,1
77,6,20.8,1/7/2022 5:00,0
78,7,14.967,1/7/2022 6:00,0
79,8,11.7,1/7/2022 7:00,0
80,9,15.6,1/7/2022 8:00,0
81,10,8.4,1/7/2022 9:00,1
82,11,9.067,1/7/2022 10:00,1
83,12,9.967,1/7/2022 11:00,1
84,13,9.8,1/7/2022 12:00,1
85,14,9.833,1/7/2022 13:00,1
86,15,12.433,1/7/2022 14:00,0
87,16,9.767,1/7/2022 15:00,1
88,17,9.567,1/7/2022 16:00,1
89,18,9.1,1/7/2022 17:00,1
90,19,11.7,1/7/2022 18:00,0
91,20,25.333,1/7/2022 19:00,1
92,21,8.167,1/7/2022 20:00,1
93,22,16.167,1/7/2022 21:00,0
94,23,16.133,1/7/2022 22:00,0
95,0,26.2,1/7/2022 23:00,1
96,1,26.75,1/8/2022 0:00,1
97,2,25.867,1/8/2022 1:00,1
98,3,24.767,1/8/2022 2:00,1
99,4,23.95,1/8/2022 3:00,1
100,5,23.333,1/8/2022 4:00,1
101,6,22.7,1/8/2022 5:00,1
102,7,11.8,1/8/2022 6:00,0
103,8,15.4,1/8/2022 7:00,0
104,9,7.45,1/8/2022 8:00,1
105,10,12.167,1/8/2022 9:00,0
106,11,9.2,1/8/2022 10:00,1
107,12,9.8,1/8/2022 11:00,1
108,13,10.067,1/8/2022 12:00,0
109,14,10.1,1/8/2022 13:00,0
110,15,10.35,1/8/2022 14:00,0
111,16,14.567,1/8/2022 15:00,0
112,17,9.1,1/8/2022 16:00,1
113,18,8.133,1/8/2022 17:00,1
114,19,20.55,1/8/2022 18:00,0
115,20,19.167,1/8/2022 19:00,0
116,21,18.1,1/8/2022 20:00,0
117,22,11,1/8/2022 21:00,0
118,23,13.233,1/8/2022 22:00,0
119,0,21.167,1/8/2022 23:00,1
120,1,23.5,1/9/2022 0:00,1
121,2,23.7,1/9/2022 1:00,1
122,3,23.267,1/9/2022 2:00,1
123,4,22.8,1/9/2022 3:00,1
124,5,22.333,1/9/2022 4:00,1
125,6,22,1/9/2022 5:00,1
126,7,16.533,1/9/2022 6:00,0
127,8,14.333,1/9/2022 7:00,0
128,9,12.2,1/9/2022 8:00,0
129,10,8.767,1/9/2022 9:00,1
130,11,9.4,1/9/2022 10:00,1
131,12,9.633,1/9/2022 11:00,1
132,13,9.9,1/9/2022 12:00,1
133,14,9.5,1/9/2022 13:00,1
134,15,12.8,1/9/2022 14:00,0
135,16,9.833,1/9/2022 15:00,1
136,17,9.1,1/9/2022 16:00,1
137,18,13.067,1/9/2022 17:00,0
138,19,16.5,1/9/2022 18:00,0
139,20,25.033,1/9/2022 19:00,1
140,21,23.5,1/9/2022 20:00,1
141,22,8.325,1/9/2022 21:00,1
142,23,14.2,1/9/2022 22:00,0
143,0,25.7,1/9/2022 23:00,1
144,1,26.767,1/10/2022 0:00,1
145,2,25.367,1/10/2022 1:00,1
146,3,24.1,1/10/2022 2:00,1
147,4,23.2,1/10/2022 3:00,1
148,5,22.533,1/10/2022 4:00,1
149,6,21.933,1/10/2022 5:00,1
150,7,21.85,1/10/2022 6:00,1
151,8,22.9,1/10/2022 7:00,1
152,9,18.2,1/10/2022 8:00,0
153,10,12.75,1/10/2022 9:00,0
154,11,12.575,1/10/2022 10:00,0
155,12,17.8,1/10/2022 11:00,0
156,13,9.867,1/10/2022 12:00,1
157,14,10.333,1/10/2022 13:00,0
158,15,19.5,1/10/2022 14:00,0
159,16,13,1/10/2022 15:00,0
160,17,14.267,1/10/2022 16:00,0
161,18,17.633,1/10/2022 17:00,0
162,19,21.367,1/10/2022 18:00,1
163,20,22.85,1/10/2022 19:00,1
164,21,18.467,1/10/2022 20:00,0
165,22,14.067,1/10/2022 21:00,0
166,23,18.867,1/10/2022 22:00,0
167,0,23.867,1/10/2022 23:00,1
168,1,25.05,1/11/2022 0:00,1
169,2,24.5,1/11/2022 1:00,1
170,3,23.567,1/11/2022 2:00,1
171,4,22.8,1/11/2022 3:00,1
172,5,22.3,1/11/2022 4:00,1
173,6,21.867,1/11/2022 5:00,1
174,7,21.5,1/11/2022 6:00,1
175,8,21.3,1/11/2022 7:00,1
176,9,21.5,1/11/2022 8:00,1
177,10,21.967,1/11/2022 9:00,1
178,11,22.767,1/11/2022 10:00,1
179,12,23.35,1/11/2022 11:00,1
180,13,23.667,1/11/2022 12:00,1
181,14,23.833,1/11/2022 13:00,1
182,15,24.133,1/11/2022 14:00,1
183,16,24.3,1/11/2022 15:00,1
184,17,24.2,1/11/2022 16:00,1
185,18,23.9,1/11/2022 17:00,1
186,19,23.4,1/11/2022 18:00,1
187,20,22.95,1/11/2022 19:00,1
188,21,22.433,1/11/2022 20:00,1
189,22,22.033,1/11/2022 21:00,1
190,23,21.75,1/11/2022 22:00,1
191,0,21.433,1/11/2022 23:00,1
192,1,21.25,1/12/2022 0:00,1
193,2,21.075,1/12/2022 1:00,0
194,3,20.833,1/12/2022 2:00,0
195,4,20.7,1/12/2022 3:00,0
196,5,20.55,1/12/2022 4:00,0
197,6,20.267,1/12/2022 5:00,0
198,7,21.767,1/12/2022 6:00,1
199,8,24.767,1/12/2022 7:00,1
200,9,24.067,1/12/2022 8:00,1
201,10,23.4,1/12/2022 9:00,1
202,11,23.333,1/12/2022 10:00,1
203,12,23.7,1/12/2022 11:00,1
204,13,24.2,1/12/2022 12:00,1
205,14,24.8,1/12/2022 13:00,1
206,15,25.467,1/12/2022 14:00,1
207,16,25.7,1/12/2022 15:00,1
208,17,25.4,1/12/2022 16:00,1
209,18,24.35,1/12/2022 17:00,1
210,19,23.3,1/12/2022 18:00,1
211,20,22.3,1/12/2022 19:00,1
212,21,21.55,1/12/2022 20:00,1
213,22,20.933,1/12/2022 21:00,0
214,23,20.3,1/12/2022 22:00,0
215,0,19.933,1/12/2022 23:00,0
216,1,19.55,1/13/2022 0:00,0
217,2,19.167,1/13/2022 1:00,0
218,3,18.733,1/13/2022 2:00,0
219,4,18.233,1/13/2022 3:00,0
220,5,17.733,1/13/2022 4:00,0
221,6,17.35,1/13/2022 5:00,0
222,7,17.733,1/13/2022 6:00,0
223,8,21.633,1/13/2022 7:00,1
224,9,21.467,1/13/2022 8:00,1
225,10,20.867,1/13/2022 9:00,0
226,11,20.85,1/13/2022 10:00,0
227,12,21.233,1/13/2022 11:00,1
228,13,21.775,1/13/2022 12:00,1
229,14,22.667,1/13/2022 13:00,1
230,15,23.533,1/13/2022 14:00,1
231,16,24,1/13/2022 15:00,1
232,17,23.867,1/13/2022 16:00,1
233,18,23.35,1/13/2022 17:00,1
234,19,22.6,1/13/2022 18:00,1
235,20,21.9,1/13/2022 19:00,1
236,21,21.233,1/13/2022 20:00,1
237,22,21.533,1/13/2022 21:00,1
238,23,22.4,1/13/2022 22:00,1
239,0,26.05,1/13/2022 23:00,1
240,1,25.1,1/14/2022 0:00,1
241,2,23.3,1/14/2022 1:00,1
242,3,21.8,1/14/2022 2:00,1
243,4,20.733,1/14/2022 3:00,0
244,5,19.9,1/14/2022 4:00,0
245,6,19.3,1/14/2022 5:00,0
246,7,19.667,1/14/2022 6:00,0
247,8,20.667,1/14/2022 7:00,0
248,9,21.433,1/14/2022 8:00,1
249,10,22.533,1/14/2022 9:00,1
250,11,18.233,1/14/2022 10:00,0
251,12,17.9,1/14/2022 11:00,0
252,13,12.5,1/14/2022 12:00,0
253,14,9.65,1/14/2022 13:00,1
254,15,17.3,1/14/2022 14:00,0
255,16,25.75,1/14/2022 15:00,1
256,17,26.733,1/14/2022 16:00,1
257,18,25.467,1/14/2022 17:00,1
258,19,24.067,1/14/2022 18:00,1
259,20,23.067,1/14/2022 19:00,1
260,21,22.3,1/14/2022 20:00,1
261,22,21.533,1/14/2022 21:00,1
262,23,23.033,1/14/2022 22:00,1
263,0,26.15,1/14/2022 23:00,1
264,1,24.833,1/15/2022 0:00,1
265,2,23.3,1/15/2022 1:00,1
266,3,22.033,1/15/2022 2:00,1
267,4,20.833,1/15/2022 3:00,0
268,5,19.9,1/15/2022 4:00,0
269,6,19.2,1/15/2022 5:00,0
270,7,18.9,1/15/2022 6:00,0
271,8,20.55,1/15/2022 7:00,0
272,9,21.2,1/15/2022 8:00,1
273,10,21.767,1/15/2022 9:00,1
274,11,22.9,1/15/2022 10:00,1
275,12,13.933,1/15/2022 11:00,0
276,13,21.4,1/15/2022 12:00,1
277,14,14.133,1/15/2022 13:00,0
278,15,18.1,1/15/2022 14:00,0
279,16,18.433,1/15/2022 15:00,0
280,17,13.45,1/15/2022 16:00,0
281,18,23.4,1/15/2022 17:00,1
282,19,23.067,1/15/2022 18:00,1
283,20,23.867,1/15/2022 19:00,1
284,21,22.4,1/15/2022 20:00,1
285,22,22.167,1/15/2022 21:00,1
286,23,21.95,1/15/2022 22:00,1
287,0,26.3,1/15/2022 23:00,1
288,1,25.267,1/16/2022 0:00,1
289,2,23.433,1/16/2022 1:00,1
290,3,21.933,1/16/2022 2:00,1
291,4,20.8,1/16/2022 3:00,0
292,5,20.05,1/16/2022 4:00,0
293,6,19.533,1/16/2022 5:00,0
294,7,19.167,1/16/2022 6:00,0
295,8,20.3,1/16/2022 7:00,0
296,9,21.9,1/16/2022 8:00,1
297,10,22.5,1/16/2022 9:00,1
298,11,16.467,1/16/2022 10:00,0
299,12,23.4,1/16/2022 11:00,1
300,13,17.133,1/16/2022 12:00,0
301,14,11.933,1/16/2022 13:00,0
302,15,10.2,1/16/2022 14:00,0
303,16,12.6,1/16/2022 15:00,0
304,17,17.4,1/16/2022 16:00,0
305,18,16.033,1/16/2022 17:00,0
306,19,15.667,1/16/2022 18:00,0
307,20,23.15,1/16/2022 19:00,1
308,21,15.8,1/16/2022 20:00,0
309,22,15.8,1/16/2022 21:00,0
310,23,22.733,1/16/2022 22:00,1
311,0,26.167,1/16/2022 23:00,1
312,1,24.633,1/17/2022 0:00,1
313,2,23.35,1/17/2022 1:00,1
314,3,22.333,1/17/2022 2:00,1
315,4,21.5,1/17/2022 3:00,1
316,5,20.967,1/17/2022 4:00,0
317,6,20.5,1/17/2022 5:00,0
318,7,20.233,1/17/2022 6:00,0
319,8,23.5,1/17/2022 7:00,1
320,9,22.9,1/17/2022 8:00,1
321,10,22.1,1/17/2022 9:00,1
322,11,22.1,1/17/2022 10:00,1
323,12,22.633,1/17/2022 11:00,1
324,13,23.35,1/17/2022 12:00,1
325,14,24.033,1/17/2022 13:00,1
326,15,24.667,1/17/2022 14:00,1
327,16,24.9,1/17/2022 15:00,1
328,17,24.8,1/17/2022 16:00,1
329,18,24.367,1/17/2022 17:00,1
330,19,23.8,1/17/2022 18:00,1
331,20,23.2,1/17/2022 19:00,1
332,21,22.667,1/17/2022 20:00,1
333,22,22.25,1/17/2022 21:00,1
334,23,22.033,1/17/2022 22:00,1
335,0,21.867,1/17/2022 23:00,1
336,1,21.467,1/18/2022 0:00,1
337,2,21.15,1/18/2022 1:00,1
338,3,20.8,1/18/2022 2:00,0
339,4,20.367,1/18/2022 3:00,0
340,5,19.967,1/18/2022 4:00,0
341,6,19.65,1/18/2022 5:00,0
342,7,19.5,1/18/2022 6:00,0
343,8,19.267,1/18/2022 7:00,0
344,9,19.3,1/18/2022 8:00,0
345,10,19.8,1/18/2022 9:00,0
346,11,20.45,1/18/2022 10:00,0
347,12,21.3,1/18/2022 11:00,1
348,13,22.175,1/18/2022 12:00,1
349,14,23,1/18/2022 13:00,1
350,15,23.867,1/18/2022 14:00,1
351,16,24.367,1/18/2022 15:00,1
352,17,24.35,1/18/2022 16:00,1
353,18,24,1/18/2022 17:00,1
354,19,23.3,1/18/2022 18:00,1
355,20,22.55,1/18/2022 19:00,1
356,21,21.933,1/18/2022 20:00,1
357,22,21.3,1/18/2022 21:00,1
358,23,20.733,1/18/2022 22:00,0
359,0,20.2,1/18/2022 23:00,0
360,1,19.667,1/19/2022 0:00,0
361,2,19.35,1/19/2022 1:00,0
362,3,19.1,1/19/2022 2:00,0
363,4,18.8,1/19/2022 3:00,0
364,5,18.5,1/19/2022 4:00,0
365,6,18.4,1/19/2022 5:00,0
366,7,19.6,1/19/2022 6:00,0
367,8,22.667,1/19/2022 7:00,1
368,9,25.067,1/19/2022 8:00,1
369,10,23.467,1/19/2022 9:00,1
370,11,22.533,1/19/2022 10:00,1
371,12,22.5,1/19/2022 11:00,1
372,13,22.85,1/19/2022 12:00,1
373,14,23.333,1/19/2022 13:00,1
374,15,23.8,1/19/2022 14:00,1
375,16,23.9,1/19/2022 15:00,1
376,17,23.75,1/19/2022 16:00,1
377,18,23.3,1/19/2022 17:00,1
378,19,22.7,1/19/2022 18:00,1
379,20,22.167,1/19/2022 19:00,1
380,21,21.75,1/19/2022 20:00,1
381,22,21.333,1/19/2022 21:00,1
382,23,21,1/19/2022 22:00,0
383,0,20.9,1/19/2022 23:00,0
384,1,20.633,1/20/2022 0:00,0
385,2,20.3,1/20/2022 1:00,0
386,3,20,1/20/2022 2:00,0
387,4,19.75,1/20/2022 3:00,0
388,5,19.467,1/20/2022 4:00,0
389,6,19.233,1/20/2022 5:00,0
390,7,20.333,1/20/2022 6:00,0
391,8,18.6,1/20/2022 7:00,0
392,9,15.6,1/20/2022 8:00,0
393,10,15.3,1/20/2022 9:00,0
394,11,12.1,1/20/2022 10:00,0
395,12,9.6,1/20/2022 11:00,1
396,13,10.4,1/20/2022 12:00,0
397,14,10.233,1/20/2022 13:00,0
398,15,10,1/20/2022 14:00,0
399,16,10.033,1/20/2022 15:00,0
400,17,10.267,1/20/2022 16:00,0
401,18,9.933,1/20/2022 17:00,1
402,19,9.233,1/20/2022 18:00,1
403,20,13.633,1/20/2022 19:00,0
404,21,24.533,1/20/2022 20:00,1
405,22,23.667,1/20/2022 21:00,1
406,23,22.433,1/20/2022 22:00,1
407,0,21.9,1/20/2022 23:00,1
408,1,21.6,1/21/2022 0:00,1
409,2,21.233,1/21/2022 1:00,1
410,3,20.833,1/21/2022 2:00,0
411,4,20.45,1/21/2022 3:00,0
412,5,20.133,1/21/2022 4:00,0
413,6,19.733,1/21/2022 5:00,0
414,7,20.033,1/21/2022 6:00,0
415,8,16.633,1/21/2022 7:00,0
416,9,20.25,1/21/2022 8:00,0
417,10,10.85,1/21/2022 9:00,0
418,11,13.1,1/21/2022 10:00,0
419,12,9.267,1/21/2022 11:00,1
420,13,9.833,1/21/2022 12:00,1
421,14,10,1/21/2022 13:00,0
422,15,9.967,1/21/2022 14:00,1
423,16,9.8,1/21/2022 15:00,1
424,17,8.7,1/21/2022 16:00,1
425,18,12.133,1/21/2022 17:00,0
426,19,11.3,1/21/2022 18:00,0
427,20,11.4,1/21/2022 19:00,0
428,21,13.967,1/21/2022 20:00,0
429,22,12.933,1/21/2022 21:00,0
430,23,10.6,1/21/2022 22:00,0
431,0,24.033,1/21/2022 23:00,1
432,1,24.5,1/22/2022 0:00,1
433,2,23.55,1/22/2022 1:00,1
434,3,22.6,1/22/2022 2:00,1
435,4,21.667,1/22/2022 3:00,1
436,5,20.85,1/22/2022 4:00,0
437,6,20.25,1/22/2022 5:00,0
438,7,20.3,1/22/2022 6:00,0
439,8,16.15,1/22/2022 7:00,0
440,9,11.633,1/22/2022 8:00,0
441,10,11.2,1/22/2022 9:00,0
442,11,12.25,1/22/2022 10:00,0
443,12,8.667,1/22/2022 11:00,1
444,13,8.533,1/22/2022 12:00,1
445,14,10.933,1/22/2022 13:00,0
446,15,9.1,1/22/2022 14:00,1
447,16,10,1/22/2022 15:00,0
448,17,23.075,1/22/2022 16:00,1
449,18,25.033,1/22/2022 17:00,1
450,19,24.433,1/22/2022 18:00,1
451,20,23.933,1/22/2022 19:00,1
452,21,23.15,1/22/2022 20:00,1
453,22,22.6,1/22/2022 21:00,1
454,23,22.167,1/22/2022 22:00,1
455,0,22.033,1/22/2022 23:00,1
456,1,22.067,1/23/2022 0:00,1
457,2,21.967,1/23/2022 1:00,1
458,3,21.65,1/23/2022 2:00,1
459,4,21.333,1/23/2022 3:00,1
460,5,20.833,1/23/2022 4:00,0
461,6,20.5,1/23/2022 5:00,0
462,7,17.7,1/23/2022 6:00,0
463,8,16.45,1/23/2022 7:00,0
464,9,13.133,1/23/2022 8:00,0
465,10,11.633,1/23/2022 9:00,0
466,11,7.067,1/23/2022 10:00,1
467,12,7.4,1/23/2022 11:00,1
468,13,7.8,1/23/2022 12:00,1
469,14,8.167,1/23/2022 13:00,1
470,15,8.567,1/23/2022 14:00,1
471,16,8.2,1/23/2022 15:00,1
472,17,7.7,1/23/2022 16:00,1
473,18,11.767,1/23/2022 17:00,0
474,19,12.3,1/23/2022 18:00,0
475,20,12.3,1/23/2022 19:00,0
476,21,13.2,1/23/2022 20:00,0
477,22,13.167,1/23/2022 21:00,0
478,23,15,1/23/2022 22:00,0
479,0,24.6,1/23/2022 23:00,1
480,1,25.9,1/24/2022 0:00,1
481,2,24.6,1/24/2022 1:00,1
482,3,23.2,1/24/2022 2:00,1
483,4,22.1,1/24/2022 3:00,1
484,5,21.45,1/24/2022 4:00,1
485,6,20.933,1/24/2022 5:00,0
486,7,20.867,1/24/2022 6:00,0
487,8,14.833,1/24/2022 7:00,0
488,9,9.25,1/24/2022 8:00,1
489,10,11.3,1/24/2022 9:00,0
490,11,9.067,1/24/2022 10:00,1
491,12,8.267,1/24/2022 11:00,1
492,13,10.567,1/24/2022 12:00,0
493,14,9.05,1/24/2022 13:00,1
494,15,9.167,1/24/2022 14:00,1
495,16,12.133,1/24/2022 15:00,0
496,17,9.7,1/24/2022 16:00,1
497,18,16.267,1/24/2022 17:00,0
498,19,15.667,1/24/2022 18:00,0
499,20,17.867,1/24/2022 19:00,0
500,21,13.5,1/24/2022 20:00,0
501,22,11.267,1/24/2022 21:00,0
502,23,10.933,1/24/2022 22:00,0
503,0,18.7,1/24/2022 23:00,0
504,1,22.633,1/25/2022 0:00,1
505,2,22.833,1/25/2022 1:00,1
506,3,22.3,1/25/2022 2:00,1
507,4,21.6,1/25/2022 3:00,1
508,5,21,1/25/2022 4:00,0
509,6,20.6,1/25/2022 5:00,0
510,7,20.367,1/25/2022 6:00,0
511,8,20.333,1/25/2022 7:00,0
512,9,20.6,1/25/2022 8:00,0
513,10,21.1,1/25/2022 9:00,0
514,11,21.733,1/25/2022 10:00,1
515,12,17.4,1/25/2022 11:00,0
516,13,22.233,1/25/2022 12:00,1
517,14,23.45,1/25/2022 13:00,1
518,15,23.867,1/25/2022 14:00,1
519,16,24,1/25/2022 15:00,1
520,17,24.1,1/25/2022 16:00,1
521,18,23.9,1/25/2022 17:00,1
522,19,23.4,1/25/2022 18:00,1
523,20,22.767,1/25/2022 19:00,1
524,21,21.967,1/25/2022 20:00,1
525,22,21.267,1/25/2022 21:00,1
526,23,20.767,1/25/2022 22:00,0
527,0,20.4,1/25/2022 23:00,0
528,1,20.133,1/26/2022 0:00,0
529,2,20,1/26/2022 1:00,0
530,3,19.667,1/26/2022 2:00,0
531,4,19.35,1/26/2022 3:00,0
532,5,19.1,1/26/2022 4:00,0
533,6,12.3,1/26/2022 5:00,0
534,7,15.633,1/26/2022 6:00,0
535,8,19.567,1/26/2022 7:00,0
536,9,20,1/26/2022 8:00,0
537,10,19.567,1/26/2022 9:00,0
538,11,19.6,1/26/2022 10:00,0
539,12,20.067,1/26/2022 11:00,0
540,13,20.533,1/26/2022 12:00,0
541,14,20.95,1/26/2022 13:00,0
542,15,21.3,1/26/2022 14:00,1
543,16,21.6,1/26/2022 15:00,1
544,17,21.4,1/26/2022 16:00,1
545,18,21,1/26/2022 17:00,0
546,19,20.433,1/26/2022 18:00,0
547,20,19.833,1/26/2022 19:00,0
548,21,19.4,1/26/2022 20:00,0
549,22,19,1/26/2022 21:00,0
550,23,18.75,1/26/2022 22:00,0
551,0,18.6,1/26/2022 23:00,0
552,1,18.3,1/27/2022 0:00,0
553,2,18.05,1/27/2022 1:00,0
554,3,17.8,1/27/2022 2:00,0
555,4,17.475,1/27/2022 3:00,0
556,5,16.933,1/27/2022 4:00,0
557,6,16.4,1/27/2022 5:00,0
558,7,17.667,1/27/2022 6:00,0
559,8,21.3,1/27/2022 7:00,1
560,9,20.567,1/27/2022 8:00,0
561,10,19.933,1/27/2022 9:00,0
562,11,19.95,1/27/2022 10:00,0
563,12,20.35,1/27/2022 11:00,0
564,15,21.167,1/27/2022 12:00,1
565,16,22.1,1/27/2022 13:00,1
566,17,22.367,1/27/2022 14:00,1
567,18,21.833,1/27/2022 15:00,1
568,19,15.1,1/27/2022 16:00,0
569,20,13.533,1/27/2022 17:00,0
570,21,13.45,1/27/2022 18:00,0
571,22,14.433,1/27/2022 19:00,0
572,23,14.333,1/27/2022 20:00,0
573,0,23.033,1/27/2022 21:00,1
574,1,22.75,1/27/2022 22:00,1
575,2,21.2,1/27/2022 23:00,1
576,3,19.633,1/28/2022 0:00,0
577,4,18.4,1/28/2022 1:00,0
578,5,17.5,1/28/2022 2:00,0
579,6,17.767,1/28/2022 3:00,0
580,7,18.8,1/28/2022 4:00,0
581,8,19.433,1/28/2022 5:00,0
582,9,15.3,1/28/2022 6:00,0
583,10,12.1,1/28/2022 7:00,0
584,11,15.033,1/28/2022 8:00,0
585,12,9.267,1/28/2022 9:00,1
586,13,8.267,1/28/2022 10:00,1
587,14,5.7,1/28/2022 11:00,1
588,15,13.267,1/28/2022 12:00,0
589,16,9.467,1/28/2022 13:00,1
590,17,16.8,1/28/2022 14:00,0
591,18,9.7,1/28/2022 15:00,1
592,19,12.3,1/28/2022 16:00,0
593,20,20.533,1/28/2022 17:00,0
594,21,13.767,1/28/2022 18:00,0
595,22,14.533,1/28/2022 19:00,0
596,23,17.8,1/28/2022 20:00,0
597,0,23.75,1/28/2022 21:00,1
598,1,23.167,1/28/2022 22:00,1
599,2,21.3,1/28/2022 23:00,1
600,3,19.8,1/29/2022 0:00,0
601,4,18.8,1/29/2022 1:00,0
602,5,18.05,1/29/2022 2:00,0
603,6,17.5,1/29/2022 3:00,0
604,7,17.033,1/29/2022 4:00,0
605,8,16.767,1/29/2022 5:00,0
606,9,17.033,1/29/2022 6:00,0
607,10,17.7,1/29/2022 7:00,0
608,11,18.5,1/29/2022 8:00,0
609,12,19.433,1/29/2022 9:00,0
610,13,20.5,1/29/2022 10:00,0
611,14,21.567,1/29/2022 11:00,1
612,15,22.5,1/29/2022 12:00,1
613,16,23.2,1/29/2022 13:00,1
614,17,23.4,1/29/2022 14:00,1
615,18,23.167,1/29/2022 15:00,1
616,19,22.5,1/29/2022 16:00,1
617,20,21.8,1/29/2022 17:00,1
618,21,21.167,1/29/2022 18:00,1
619,22,20.433,1/29/2022 19:00,0
620,23,19.833,1/29/2022 20:00,0
621,0,19.333,1/29/2022 21:00,0
622,1,18.9,1/29/2022 22:00,0
623,2,18.5,1/29/2022 23:00,0
624,3,18.2,1/30/2022 0:00,0
625,4,17.9,1/30/2022 1:00,0
626,5,17.6,1/30/2022 2:00,0
627,6,19.133,1/30/2022 3:00,0
628,7,18.467,1/30/2022 4:00,0
629,8,13,1/30/2022 5:00,0
630,9,13.967,1/30/2022 6:00,0
631,10,15.6,1/30/2022 7:00,0
632,11,15.567,1/30/2022 8:00,0
633,12,6.3,1/30/2022 9:00,1
634,13,5.867,1/30/2022 10:00,1
635,14,6.6,1/30/2022 11:00,1
636,15,7.3,1/30/2022 12:00,1
637,16,7.375,1/30/2022 13:00,1
638,17,9.6,1/30/2022 14:00,1
639,18,14,1/30/2022 15:00,0
640,19,13.867,1/30/2022 16:00,0
641,20,15.167,1/30/2022 17:00,0
642,21,10.067,1/30/2022 18:00,0
643,22,13.967,1/30/2022 19:00,0
644,23,19.467,1/30/2022 20:00,0
645,0,14.833,1/30/2022 21:00,0
646,1,16.633,1/30/2022 22:00,0
647,2,23.467,1/30/2022 23:00,1
648,3,22.033,1/31/2022 0:00,1
649,4,20.8,1/31/2022 1:00,0
650,5,19.8,1/31/2022 2:00,0
651,6,19.2,1/31/2022 3:00,0
652,7,14.033,1/31/2022 4:00,0
653,8,14.367,1/31/2022 5:00,0
654,9,14.833,1/31/2022 6:00,0
655,10,5.35,1/31/2022 7:00,1
656,11,10.467,1/31/2022 8:00,0
657,12,5.633,1/31/2022 9:00,1
658,13,6.433,1/31/2022 10:00,1
659,14,6.95,1/31/2022 11:00,1
660,15,7.2,1/31/2022 12:00,1
661,16,7.233,1/31/2022 13:00,1
662,17,9.633,1/31/2022 14:00,1
663,18,6.8,1/31/2022 15:00,1
664,19,13.133,1/31/2022 16:00,0
665,20,13.867,1/31/2022 17:00,0
666,21,14,1/31/2022 18:00,0
