station_id_uuid,sensors__lsid,sensors__data__iss_reception,sensors__data__wind_speed_avg,sensors__data__uv_dose,sensors__data__wind_speed_hi,sensors__data__wind_dir_of_hi,sensors__data__wind_chill,sensors__data__solar_rad_hi,sensors__data__deg_days_heat,sensors__data__thw_index,sensors__data__bar,sensors__data__hum_out,sensors__data__noise_floor_rssi,sensors__data__port_energy_consumed_4,sensors__data__port_energy_consumed_3,sensors__data__port_energy_consumed_2,sensors__data__access_technology,sensors__data__lead_acid_battery_voltage,sensors__data__bluetooth_firmware_version,sensors__data__location_area_code,sensors__data__beacon_interval,sensors__data__port_energy_consumed_1,sensors__data__tz_offset,sensors__data__uv_index_hi,sensors__data__temp_out,sensors__data__temp_out_lo,sensors__data__wet_bulb,sensors__data__temp_out_hi,sensors__data__solar_rad_avg,sensors__data__bar_alt,sensors__data__arch_int,sensors__data__wind_run,sensors__data__solar_energy,sensors__data__dew_point_out,sensors__data__rain_rate_hi_clicks,sensors__data__wind_dir_of_prevail,sensors__data__et,sensors__data__air_density,sensors__data__rainfall_in,sensors__data__heat_index_out,sensors__data__thsw_index,sensors__data__rainfall_mm,sensors__data__night_cloud_cover,sensors__data__deg_days_cool,sensors__data__rain_rate_hi_in,sensors__data__uv_index_avg,sensors__data__wind_num_samples,sensors__data__emc,sensors__data__rain_rate_hi_mm,sensors__data__rev_type,sensors__data__rainfall_clicks,sensors__data__bar_trend_3_hr,sensors__data__pressure_last,sensors__data__door_switch_status,sensors__data__link_layer_packets_received,sensors__data__solar_panel_voltage,sensors__data__rank,sensors__data__creg_cgreg,sensors__data__health_version,sensors__data__false_wakeup_rssi,sensors__data__inside_box_temp,sensors__data__dcell_battery_voltage,sensors__data__cell_id,sensors__data__power_percentage_tx,sensors__data__rssi,sensors__data__last_rx_rssi,sensors__data__power_percentage_mcu,sensors__data__application_firmware_version,sensors__data__mcc_mnc,sensors__data__false_wakeup_count,sensors__data__etx,sensors__data__rpl_mode,sensors__data__uptime,sensors__data__number_of_neighbors,sensors__data__last_parent_rtt_ping,sensors__data__li_ion_cell_voltage,sensors__data__platform_id,sensors__data__cme,sensors__data__power_percentage_rx,sensors__data__rpl_parent_node_id,sensors__data__ts,sensors__data__abs_press,sensors__sensor_type,sensors__data_structure_type,generated_at,station_id
,710628,100,10,null,15,10,67.71647,33,0,67.05247,28.948,59,,,,,,,,,,,-18000,null,69.8,69.7,60.44,69.8,26,28.948,300,0.8333333,0.18642804,54.822517,0,10,0,0.069089755,0,69.136,66,0,0.6069415,0.016666677,0,null,117,10.95,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718675400,28.012934,,,,
,710628,100,9,null,14,9,68.23127,16,0,67.69127,28.946,60,,,,,,,,,,,-18000,null,69.7,69.6,60.62,69.8,11,28.946,300,0.75,0.0788734,55.191097,0,9,0,0.069083326,0,69.159996,66,0,0.6069415,0.016319433,0,null,117,11.05,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718675700,28.010986,,,,
,710628,100,10,null,13,9,67.5182,9,0,66.99821,28.941,60,,,,,,,,,,,-18000,null,69.6,69.5,60.602,69.6,8,28.941,300,0.8333333,0.057362475,55.097107,0,9,0.005,0.06908792,0,69.08,66,0,0.6069415,0.015972218,0,null,117,11.05,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718676000,28.006119,,,,
,710628,100,10,null,14,10,67.41924,5,0,66.999245,28.939,61,,,,,,,,,,,-18000,null,69.5,69.4,60.764,69.5,2,28.939,300,0.8333333,0.014340619,55.458393,0,9,0,0.06908165,0,69.08,66,0,0.6069415,0.015625,0,null,117,11.25,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718676300,28.00417,,,,
,710628,100,10,null,13,9,67.41924,0,0,66.999245,28.939,61,,,,,,,,,,,-18000,null,69.5,69.4,60.764,69.5,0,28.939,300,0.8333333,0,55.458393,0,9,0,0.06908165,0,69.08,66,0,0.6069415,0.015625,0,null,117,11.25,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718676600,28.00417,,,,
,710628,100,9,null,13,8,68.03813,0,0,67.61813,28.933,61,,,,,,,,,,,-18000,null,69.5,69.4,60.764,69.5,0,28.933,300,0.75,0,55.458393,0,9,0,0.06906701,0,69.08,66,0,0.6069415,0.015625,0,null,117,11.25,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718676900,27.99833,,,,
,710628,100,9,null,14,9,68.03813,0,0,67.69813,28.929,62,,,,,,,,,,,-18000,null,69.5,69.5,60.98,69.6,0,28.929,300,0.75,0,55.907143,0,9,0,0.06903908,0,69.16,66,0,0.6069415,0.015625,0,null,117,11.36,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718677200,27.994434,,,,
,710628,100,10,null,16,10,67.41924,0,0,67.23924,28.925,64,,,,,,,,,,,-18000,null,69.5,69.5,61.484,69.6,0,28.925,300,0.8333333,0,56.785854,0,9,0,0.06899296,0,69.32,66,0,0.6069415,0.015625,0,null,117,11.66,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718677500,27.990538,,,,
,710628,100,10,null,16,8,67.41924,0,0,67.319244,28.924,65,,,,,,,,,,,-18000,null,69.5,69.5,61.7,69.6,0,28.924,300,0.8333333,0,57.21618,0,9,0,0.068972334,0,69.4,66,0,0.6069415,0.015625,0,null,117,11.86,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718677800,27.989563,,,,
,710628,100,11,null,17,10,66.86942,0,0,66.949425,28.922,67,,,,,,,,,,,-18000,null,69.5,69.5,62.222,69.6,0,28.922,300,0.9166667,0,58.05964,0,10,0,0.06893111,0,69.58,67,0,0.6069415,0.015625,0,null,117,12.36,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718678100,27.987617,,,,
,710628,100,12,null,17,10,66.27885,0,0,66.38284,28.922,67,,,,,,,,,,,-18000,null,69.4,69.4,62.06,69.5,0,28.922,300,1,0,57.964394,0,10,0,0.06894829,0,69.504,65,0,0.6069415,0.015277783,0,null,117,12.3619995,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718678400,27.987617,,,,
,710628,100,12,null,19,10,66.17643,0,0,66.39843,28.916,68,,,,,,,,,,,-18000,null,69.3,69.2,62.24,69.4,0,28.916,300,1,0,58.282265,0,10,0,0.068932764,0,69.522,66,0,0.6069415,0.014930566,0,null,118,12.578,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718678700,27.981773,,,,
,710628,100,12,null,19,10,66.07411,0,0,66.32211,28.915,68,,,,,,,,,,,-18000,null,69.2,69.1,62.186,69.3,0,28.915,300,1,0,58.186844,0,10,0,0.068947546,0,69.448,65,0,0.6069415,0.014583323,0,null,117,12.582,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718679000,27.9808,,,,
,710628,100,13,null,18,11,65.53208,0,0,65.90408,28.91,69,,,,,,,,,,,-18000,null,69.1,69,62.33,69.1,0,28.91,300,1.0833334,0,58.498894,0,10,0,0.06893461,0,69.472,65,0,0.6069415,0.014236106,0,null,117,12.886,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718679300,27.975931,,,,
,710628,100,12,null,17,10,65.76786,0,0,66.14986,28.909,69,,,,,,,,,,,-18000,null,68.9,68.9,62.15,69,0,28.909,300,1,0,58.307728,0,10,0.003,0.06896671,0,69.282005,65,0,0.6069415,0.013541672,0,null,117,12.894,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718679600,27.974958,,,,
,710628,100,13,null,19,10,65.221924,0,0,65.58592,28.908,69,,,,,,,,,,,-18000,null,68.8,68.8,62.06,68.9,0,28.908,300,1.0833334,0,58.212143,0,10,0,0.06898152,0,69.164,65,0,0.6069415,0.013194455,0,null,117,12.898,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718679900,27.973986,,,,
,710628,100,13,null,18,10,65.221924,0,0,65.68192,28.9,70,,,,,,,,,,,-18000,null,68.8,68.6,62.24,68.8,0,28.9,300,1.0833334,0,58.61395,0,10,0,0.0689442,0,69.26,65,0,0.6069415,0.013194455,0,null,117,13.198,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718680200,27.966194,,,,
,710628,100,12,null,19,9,65.462585,0,0,65.88258,28.902,70,,,,,,,,,,,-18000,null,68.6,68.6,62.06,68.7,0,28.902,300,1,0,58.42244,0,10,0,0.0689837,0,69.02,65,0,0.6069415,0.012499995,0,null,117,13.206,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718680500,27.968142,,,,
,710628,100,13,null,19,9,64.91274,0,0,65.47274,28.902,72,,,,,,,,,,,-18000,null,68.5,68.3,62.42,68.6,0,28.902,300,1.0833334,0,59.114403,0,10,0,0.06896579,0,69.06,65,0,0.6069415,0.012152778,0,null,117,13.75,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718680800,27.968142,,,,
,710628,100,12,null,17,10,65.0571,0,0,65.5571,28.899,72,,,,,,,,,,,-18000,null,68.2,68,62.204,68.3,0,28.899,300,1,0,58.826153,0,10,0,0.06901064,0,68.7,65,0,0.6069415,0.0111111,0,null,117,13.75,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718681100,27.96522,,,,
,710628,100,11,null,15,10,65.36811,0,0,65.90811,28.902,73,,,,,,,,,,,-18000,null,68,68,62.24,68.1,0,28.902,300,0.9166667,0,59.019855,0,10,0,0.06903542,0,68.54,65,0,0.6069415,0.010416667,0,null,117,13.99,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718681400,27.968142,,,,
,710628,100,11,null,16,10,65.27751,0,0,65.797516,28.896,73,,,,,,,,,,,-18000,null,67.9,67.8,62.168,68,0,28.896,300,0.9166667,0,58.923615,0,10,0,0.06903816,0,68.42,65,0,0.6069415,0.010069449,0,null,117,13.992,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718681700,27.9623,,,,
,710628,100,10,null,17,9,65.762634,0,0,66.26264,28.89,73,,,,,,,,,,,-18000,null,67.8,67.7,62.06,67.9,0,28.89,300,0.8333333,0,58.82737,0,10,0,0.06904088,0,68.3,66,0,0.6069415,0.009722233,0,null,117,13.9939995,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718682000,27.956455,,,,
,710628,100,12,null,17,10,64.67748,0,0,65.257484,28.882,74,,,,,,,,,,,-18000,null,67.8,67.7,62.24,67.8,0,28.882,300,1,0,59.2083,0,10,0,0.06900409,0,68.380005,65,0,0.6069415,0.009722233,0,null,117,14.25,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718682300,27.948666,,,,
,710628,100,13,null,19,10,64.1717,0,0,64.6717,28.876,73,,,,,,,,,,,-18000,null,67.8,67.7,62.06,67.9,0,28.876,300,1.0833334,0,58.82737,0,9,0,0.06900661,0,68.3,65,0,0.6069415,0.009722233,0,null,117,13.9939995,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718682600,27.942823,,,,
,710628,100,12,null,17,10,64.76625,0,0,65.28625,28.871,73,,,,,,,,,,,-18000,null,67.9,67.8,62.168,67.9,0,28.871,300,1,0,58.923615,0,9,0,0.06897696,0,68.42,65,0,0.6069415,0.010069449,0,null,117,13.992,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718682900,27.937956,,,,
,710628,100,13,null,21,10,64.05772,0,0,64.617714,28.872,74,,,,,,,,,,,-18000,null,67.7,67.5,62.204,67.8,0,28.872,300,1.0833334,0,59.11189,0,10,0.003,0.06899706,0,68.259995,64,0,0.6069415,0.009374989,0,null,118,14.25,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718683200,27.938929,,,,
,710628,100,13,null,20,9,63.7158,0,0,64.2958,28.867,75,,,,,,,,,,,-18000,null,67.4,67.1,62.15,67.5,0,28.867,300,1.0833334,0,59.198483,0,10,0,0.06902016,0,67.98,63,0,0.6069415,0.008333338,0,null,117,14.45,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718683500,27.934061,,,,
,710628,100,10,null,16,10,65.02126,0,0,65.52126,28.868,75,,,,,,,,,,,-18000,null,67,67,61.7,67.2,0,28.868,300,0.8333333,0,58.81222,0,9,0,0.0690925,0,67.5,64,0,0.6069415,0.006944445,0,null,117,14.45,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718683800,27.935034,,,,
,710628,100,11,null,19,10,64.52677,0,0,65.04677,28.857,75,,,,,,,,,,,-18000,null,67.1,67,61.88,67.2,0,28.857,300,0.9166667,0,58.908787,0,10,0,0.06904806,0,67.619995,64,0,0.6069415,0.007291662,0,null,117,14.45,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718684100,27.924322,,,,
,710628,100,13,null,19,9,63.373875,0,0,63.89387,28.848,75,,,,,,,,,,,-18000,null,67.1,67,61.88,67.1,0,28.848,300,1.0833334,0,58.908787,0,10,0,0.06902599,0,67.619995,64,0,0.6069415,0.007291662,0,null,117,14.45,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718684400,27.915558,,,,
,710628,100,12,null,20,10,63.770267,0,0,64.37027,28.847,76,,,,,,,,,,,-18000,null,67,66.9,62.006,67.1,0,28.847,300,1,0,59.18303,0,10,0,0.06902424,0,67.6,63,0,0.6069415,0.006944445,0,null,117,14.81,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718684700,27.914585,,,,
,710628,100,13,null,20,10,63.145927,0,0,63.72593,28.83,76,,,,,,,,,,,-18000,null,66.9,66.8,61.88,66.9,0,28.83,300,1.0833334,0,59.08631,0,10,0,0.06900004,0,67.48,63,0,0.6069415,0.006597227,0,null,117,14.812,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718685000,27.898031,,,,
,710628,100,13,null,18,9,62.917973,0,0,63.557972,28.817,77,,,,,,,,,,,-18000,null,66.7,66.7,61.88,66.8,0,28.817,300,1.0833334,0,59.258945,0,9,0,0.06898651,0,67.34,63,0,0.6069415,0.005902767,0,null,117,15.214001,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718685300,27.885372,,,,
,710628,100,12,null,16,10,63.19757,0,0,63.99757,28.81,79,,,,,,,,,,,-18000,null,66.5,66.2,62.186,66.7,0,28.81,300,1,0,59.784393,0,10,0,0.06897139,0,67.3,63,0,0.6069415,0.005208334,0,null,117,16.1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718685600,27.878555,,,,
,710628,100,14,null,20,9,61.719395,0,0,62.419395,28.797,79,,,,,,,,,,,-18000,null,66,65.8,61.7,66.2,0,28.797,300,1.1666666,0,59.298504,0,10,0,0.069027446,0,66.7,63,0,0.6069415,0.003472222,0,null,117,16.15,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718685900,27.865898,,,,
,710628,100,14,null,20,11,61.491955,0,0,62.231953,28.787,80,,,,,,,,,,,-18000,null,65.8,65.7,61.7,65.9,0,28.787,300,1.1666666,0,59.456726,0,10,0,0.06902189,0,66.54,62,0,0.6069415,0.002777788,0,null,117,16.57,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718686200,27.856161,,,,
,710628,100,13,null,19,9,61.664257,0,0,62.344257,28.781,80,,,,,,,,,,,-18000,null,65.6,65.5,61.52,65.7,0,28.781,300,1.0833334,0,59.262062,0,10,0,0.06904234,0,66.28,62,0,0.6069415,0.002083328,0,null,117,16.59,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718686500,27.850319,,,,
,710628,100,17,null,23,10,60.51389,0,0,61.15789,28.779,79,,,,,,,,,,,-18000,null,65.8,65.6,61.52,65.9,0,28.779,300,1.4166666,0,59.104145,0,10,0.002,0.069018334,0,66.444,62,0,0.6069415,0.002777788,0,null,117,16.17,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718686800,27.84837,,,,
,710628,100,14,null,22,10,61.491955,0,0,62.231953,28.776,80,,,,,,,,,,,-18000,null,65.8,65.7,61.7,65.9,0,28.776,300,1.1666666,0,59.456726,0,10,0,0.06899484,0,66.54,61,0,0.6069415,0.002777788,0,null,117,16.57,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718687100,27.845448,,,,
,710628,100,14,null,20,10,61.378223,0,0,62.088223,28.773,80,,,,,,,,,,,-18000,null,65.7,65.7,61.664,65.7,0,28.773,300,1.1666666,0,59.35939,0,10,0,0.06900508,0,66.409996,62,0,0.6069415,0.002430545,0,null,118,16.58,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718687400,27.84253,,,,
,710628,100,14,null,20,10,61.378223,0,0,62.088223,28.763,80,,,,,,,,,,,-18000,null,65.7,65.6,61.664,65.7,0,28.763,300,1.1666666,0,59.35939,0,10,0,0.06898049,0,66.409996,62,0,0.6069415,0.002430545,0,null,117,16.58,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718687700,27.83279,,,,
,710628,100,15,null,23,10,61.01888,0,0,61.728878,28.757,80,,,,,,,,,,,-18000,null,65.7,65.6,61.664,65.7,0,28.757,300,1.25,0,59.35939,0,10,0,0.06896574,0,66.409996,62,0,0.6069415,0.002430545,0,null,117,16.58,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718688000,27.826948,,,,
,710628,100,12,null,19,10,62.16671,0,0,62.87471,28.754,81,,,,,,,,,,,-18000,null,65.6,65.5,61.7,65.7,0,28.754,300,1,0,59.610497,0,10,0,0.068959944,0,66.308,61,0,0.6069415,0.002083328,0,null,117,16.902,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718688300,27.824026,,,,
,710628,100,12,null,19,10,62.16671,0,0,62.87471,28.749,81,,,,,,,,,,,-18000,null,65.6,65.5,61.7,65.6,0,28.749,300,1,0,59.610497,0,10,0,0.06894765,0,66.308,62,0,0.6069415,0.002083328,0,null,117,16.902,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718688600,27.819159,,,,
,710628,100,13,null,18,10,61.550285,0,0,62.230286,28.741,81,,,,,,,,,,,-18000,null,65.5,65.4,61.682,65.5,0,28.741,300,1.0833334,0,59.513023,0,10,0,0.0689456,0,66.18,61,0,0.6069415,0.001736111,0,null,117,16.91,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718688900,27.811369,,,,
,710628,100,12,null,18,10,61.937637,0,0,62.621635,28.73,82,,,,,,,,,,,-18000,null,65.4,65.4,61.79,65.5,0,28.73,300,1,0,59.75993,0,10,0,0.068920255,0,66.084,62,0,0.6069415,0.001388894,0,null,117,17.218,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718689200,27.800657,,,,
,710628,100,13,null,19,10,61.550285,0,0,62.260284,28.717,82,,,,,,,,,,,-18000,null,65.5,65.4,61.88,65.5,0,28.717,300,1.0833334,0,59.857548,0,10,0,0.06887063,0,66.21,62,0,0.6069415,0.001736111,0,null,117,17.21,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718689500,27.787998,,,,
,710628,100,14,null,21,11,61.03706,0,0,61.753063,28.706,83,,,,,,,,,,,-18000,null,65.4,65.3,62.006,65.5,0,28.706,300,1.1666666,0,60.10064,0,10,0,0.068845324,0,66.116005,61,0,0.6069415,0.001388894,0,null,117,17.526,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718689800,27.777288,,,,
,710628,100,15,null,21,11,60.45111,0,0,61.11911,28.696,83,,,,,,,,,,,-18000,null,65.2,65.2,61.808,65.3,0,28.696,300,1.25,0,59.905106,0,10,0,0.068856105,0,65.868,60,0,0.6069415,0.000694434,0,null,117,17.538,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718690100,27.76755,,,,
,710628,100,12,null,18,11,61.594013,0,0,62.276012,28.694,84,,,,,,,,,,,-18000,null,65.1,65,61.88,65.2,0,28.694,300,1,0,60.144035,0,10,0.002,0.06885312,0,65.782,61,0,0.6069415,0.000347217,0,null,117,17.844,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718690400,27.765604,,,,
,710628,100,14,null,21,11,60.58217,0,0,61.24217,28.684,84,,,,,,,,,,,-18000,null,65,64.9,61.826,65.1,0,28.684,300,1.1666666,0,60.04613,0,10,0,0.06884622,0,65.66,61,0,0.6069415,0,0,null,117,17.85,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718690700,27.755867,,,,
,710628,100,15,null,22,10,60.22401,0,0,60.924007,28.687,85,,,,,,,,,,,-18000,null,65,65,62.042,65.1,0,28.687,300,1.25,0,60.37918,0,10,0,0.0688379,0,65.7,61,0,0.6069415,0,0,null,117,18.25,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718691000,27.758787,,,,
,710628,100,17,null,22,11,59.72001,0,0,60.440006,28.668,85,,,,,,,,,,,-18000,null,65.1,65.1,62.06,65.2,0,28.668,300,1.4166666,0,60.477226,0,10,0,0.068773374,0,65.82,60,0,0.6069415,0.000347217,0,null,117,18.244,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718691300,27.740286,,,,
,710628,100,16,null,22,10,60.240738,0,0,61.000736,28.658,85,,,,,,,,,,,-18000,null,65.3,65.2,62.24,65.4,0,28.658,300,1.3333334,0,60.67332,0,11,0,0.06871323,0,66.060005,60,0,0.6069415,0.001041677,0,null,117,18.232,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718691600,27.73055,,,,
,710628,100,17,null,23,11,60.060246,0,0,60.840244,28.656,85,,,,,,,,,,,-18000,null,65.4,65.3,62.42,65.5,0,28.656,300,1.4166666,0,60.771366,0,10,0,0.06869054,0,66.18,60,0,0.6069415,0.001388894,0,null,118,18.226,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718691900,27.728603,,,,
,710628,100,18,null,28,10,60.132683,0,0,61.052685,28.651,86,,,,,,,,,,,-18000,null,65.7,65.5,62.906,65.8,0,28.651,300,1.5,0,61.39609,0,11,0,0.068608806,0,66.619995,61,0,0.6069415,0.002430545,0,null,117,18.68,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718692200,27.723734,,,,
,710628,100,18,null,28,11,60.472942,0,0,61.37294,28.651,85,,,,,,,,,,,-18000,null,66,65.8,62.96,66.1,0,28.651,300,1.5,0,61.35963,0,11,0,0.068571426,0,66.9,60,0,0.6069415,0.003472222,0,null,117,18.19,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718692500,27.723734,,,,
,710628,100,21,null,32,11,60.024384,0,0,61.06438,28.662,86,,,,,,,,,,,-18000,null,66.2,66,63.32,66.4,0,28.662,300,1.75,0,61.887,0,11,0,0.06854645,0,67.24,60,0,0.6069415,0.004166656,0,null,117,18.630001,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718692800,27.734446,,,,
,710628,100,25,null,37,11,59.683193,0,0,60.81319,28.657,86,,,,,,,,,,,-18000,null,66.5,66.4,63.68,66.6,0,28.657,300,2.0833333,0,62.181545,0,11,0,0.06848044,0,67.63,61,0,0.6069415,0.005208334,0,null,117,18.6,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718693100,27.729576,,,,
,710628,100,21,null,29,11,60.365376,0,0,61.495373,28.661,86,,,,,,,,,,,-18000,null,66.5,66.5,63.68,66.7,0,28.661,300,1.75,0,62.181545,0,11,0,0.06849026,0,67.63,61,0,0.6069415,0.005208334,0,null,117,18.6,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718693400,27.73347,,,,
,710628,100,22,null,31,11,60.402733,0,0,61.59273,28.659,86,,,,,,,,,,,-18000,null,66.7,66.6,63.86,66.8,0,28.659,300,1.8333334,0,62.377903,0,11,0,0.06844949,0,67.89,61,0,0.6069415,0.005902767,0,null,117,18.58,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718693700,27.731524,,,,
,710628,100,22,null,32,11,60.74414,0,0,62.02414,28.656,86,,,,,,,,,,,-18000,null,67,66.8,64.166,67.2,0,28.656,300,1.8333334,0,62.672443,0,11,0.002,0.06838828,0,68.28,62,0,0.6069415,0.006944445,0,null,117,18.55,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718694000,27.728603,,,,
,710628,100,25,null,33,12,60.712154,0,0,62.072155,28.664,86,,,,,,,,,,,-18000,null,67.4,67.2,64.544,67.6,0,28.664,300,2.0833333,0,63.065155,0,11,0,0.06833597,0,68.76,62,0,0.6069415,0.008333338,0,null,117,18.51,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718694300,27.736391,,,,
,710628,100,23,null,32,11,61.480488,0,0,62.920486,28.662,86,,,,,,,,,,,-18000,null,67.8,67.6,64.922,67.9,0,28.662,300,1.9166666,0,63.45786,0,11,0,0.068259016,0,69.240005,63,0,0.6069415,0.009722233,0,null,117,18.47,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718694600,27.734446,,,,
,710628,100,22,null,30,12,62.100918,0,0,63.580917,28.663,85,,,,,,,,,,,-18000,null,68.2,68,65.102,68.3,0,28.663,300,1.8333334,0,63.516476,0,11,0,0.0682067,0,69.67999,63,0,0.6069415,0.0111111,0,null,117,18.058,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718694900,27.735418,,,,
,710628,100,23,null,32,11,62.14814,0,0,63.70814,28.663,85,,,,,,,,,,,-18000,null,68.4,68.3,65.282,68.6,0,28.663,300,1.9166666,0,63.712547,0,11,0,0.06817066,0,69.96,63,0,0.6069415,0.01180556,0,null,117,18.046,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718695200,27.735418,,,,
,710628,100,21,null,33,12,62.7251,0,0,64.365105,28.663,85,,,,,,,,,,,-18000,null,68.6,68.5,65.48,68.6,0,28.663,300,1.75,0,63.90861,0,11,0,0.06813459,0,70.24,63,0,0.6069415,0.012499995,0,null,117,18.034,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718695500,27.735418,,,,
,710628,100,18,null,27,11,63.601246,0,0,65.32124,28.688,85,,,,,,,,,,,-18000,null,68.8,68.7,65.66,69,0,28.688,300,1.5,0,64.104675,0,12,0,0.06815958,0,70.520004,64,0,0.6069415,0.013194455,0,null,117,18.022,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718695800,27.759762,,,,
,710628,100,23,null,35,1,60.796722,0,0,61.17672,28.77,73,,,,,,,,,,,-18000,null,67.2,63.4,61.52,69.2,0,28.77,300,1.9166666,0,58.24987,0,2,0,0.068851076,0,67.579994,55,0,0.6069415,0.007638878,0,null,117,14.0060005,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718696100,27.839607,,,,
,710628,100,28,null,40,3,52.039875,0,0.016666664,52.179874,28.776,87,,,,,,,,,,,-18000,null,60.2,58.5,57.74,63,0,28.776,300,2.3333333,0,56.315147,0,3,0,0.06987705,0,60.34,50,0,0.6069415,0,0,null,118,19.15,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718696400,27.845448,,,,
